,Unnamed: 0,title,date,stock
1408,930447.0,[[0.00023648]],2017-11-13 10:04:00-05:00,NVDA
1407,930446.0,[[0.09226147]],2017-11-13 10:34:00-05:00,NVDA
1406,930445.0,[[0.7365041]],2017-11-13 13:51:00-05:00,NVDA
1405,930444.0,[[0.99997735]],2017-11-13 14:42:00-05:00,NVDA
1404,930443.0,[[0.99554354]],2017-11-14 11:07:00-05:00,NVDA
5581,186371.0,[[0.9999976]],2017-11-14 16:20:00-05:00,BRK
5925,186715.0,[[0.9999976]],2017-11-14 16:20:00-05:00,BRK
5580,186370.0,[[0.24921218]],2017-11-14 16:21:00-05:00,BRK
5924,186714.0,[[0.24921218]],2017-11-14 16:21:00-05:00,BRK
5923,186713.0,[[0.999994]],2017-11-14 16:23:00-05:00,BRK
5579,186369.0,[[0.999994]],2017-11-14 16:23:00-05:00,BRK
1403,930442.0,[[0.99999994]],2017-11-16 08:32:00-05:00,NVDA
1402,930441.0,[[0.00031984]],2017-11-16 17:14:00-05:00,NVDA
1401,930440.0,[[0.9999926]],2017-11-17 08:45:00-05:00,NVDA
1400,930439.0,[[0.2572725]],2017-11-17 09:59:00-05:00,NVDA
1399,930438.0,[[0.99998903]],2017-11-17 13:00:00-05:00,NVDA
1398,930437.0,[[0.9999473]],2017-11-21 15:01:00-05:00,NVDA
1397,930436.0,[[0.9999998]],2017-11-27 06:50:00-05:00,NVDA
1396,930435.0,[[0.99999475]],2017-11-27 08:13:00-05:00,NVDA
1395,930434.0,[[1.]],2017-11-27 10:16:00-05:00,NVDA
1394,930433.0,[[0.00204561]],2017-11-28 10:12:00-05:00,NVDA
1393,930432.0,[[0.99947083]],2017-11-28 11:08:00-05:00,NVDA
1392,930431.0,[[0.99999344]],2017-11-28 14:57:00-05:00,NVDA
1391,930430.0,[[0.08425163]],2017-11-29 10:26:00-05:00,NVDA
1390,930429.0,[[0.00369587]],2017-11-29 12:46:00-05:00,NVDA
1389,930428.0,[[0.9999988]],2017-11-30 11:59:00-05:00,NVDA
1388,930427.0,[[0.99920297]],2017-11-30 12:01:00-05:00,NVDA
1387,930426.0,[[0.07471105]],2017-11-30 12:57:00-05:00,NVDA
1386,930425.0,[[0.00151602]],2017-12-01 17:01:00-05:00,NVDA
1385,930424.0,[[0.99998075]],2017-12-03 17:21:00-05:00,NVDA
5578,186368.0,[[0.99989355]],2017-12-04 08:53:00-05:00,BRK
5922,186712.0,[[0.99989355]],2017-12-04 08:53:00-05:00,BRK
1384,930423.0,[[0.9999826]],2017-12-04 14:26:00-05:00,NVDA
1383,930422.0,[[0.0034081]],2017-12-04 14:33:00-05:00,NVDA
1382,930421.0,[[0.9946986]],2017-12-04 14:55:00-05:00,NVDA
1381,930420.0,[[0.00151602]],2017-12-04 16:17:00-05:00,NVDA
1380,930419.0,[[0.6832089]],2017-12-04 16:23:00-05:00,NVDA
1379,930418.0,[[0.9941713]],2017-12-04 17:13:00-05:00,NVDA
1378,930417.0,[[0.9999339]],2017-12-05 10:05:00-05:00,NVDA
1377,930416.0,[[0.9219879]],2017-12-05 12:32:00-05:00,NVDA
1376,930415.0,[[0.99999976]],2017-12-05 12:33:00-05:00,NVDA
1375,930414.0,[[0.99960315]],2017-12-05 15:31:00-05:00,NVDA
1374,930413.0,[[0.99994814]],2017-12-07 12:39:00-05:00,NVDA
1373,930412.0,[[0.99999994]],2017-12-08 04:18:00-05:00,NVDA
1372,930411.0,[[0.9999956]],2017-12-08 09:02:00-05:00,NVDA
1370,930409.0,[[0.99997026]],2017-12-08 10:17:00-05:00,NVDA
1371,930410.0,[[0.9999975]],2017-12-08 10:17:00-05:00,NVDA
1369,930408.0,[[1.]],2017-12-08 10:22:00-05:00,NVDA
1366,930405.0,[[0.99952406]],2017-12-08 11:32:00-05:00,NVDA
1367,930406.0,[[0.9997225]],2017-12-08 11:32:00-05:00,NVDA
1368,930407.0,[[0.999974]],2017-12-08 11:32:00-05:00,NVDA
1365,930404.0,[[0.99970317]],2017-12-09 13:22:00-05:00,NVDA
1364,930403.0,[[1.]],2017-12-09 16:33:00-05:00,NVDA
1363,930402.0,[[0.9994763]],2017-12-11 12:50:00-05:00,NVDA
1362,930401.0,[[2.1375201e-05]],2017-12-12 08:21:00-05:00,NVDA
1361,930400.0,[[3.1562276e-08]],2017-12-12 08:22:00-05:00,NVDA
1360,930399.0,[[0.00738223]],2017-12-12 08:23:00-05:00,NVDA
1359,930398.0,[[0.741622]],2017-12-12 08:35:00-05:00,NVDA
1358,930397.0,[[0.9998623]],2017-12-12 11:12:00-05:00,NVDA
1357,930396.0,[[0.9999214]],2017-12-12 14:08:00-05:00,NVDA
1356,930395.0,[[0.9999995]],2017-12-13 07:23:00-05:00,NVDA
1355,930394.0,[[0.99999994]],2017-12-13 09:35:00-05:00,NVDA
1354,930393.0,[[0.99999183]],2017-12-15 16:37:00-05:00,NVDA
1353,930392.0,[[0.99985176]],2017-12-17 11:47:00-05:00,NVDA
1352,930391.0,[[0.9796538]],2017-12-19 16:24:00-05:00,NVDA
1351,930390.0,[[0.9938297]],2017-12-21 07:08:00-05:00,NVDA
1350,930389.0,[[4.925787e-06]],2017-12-22 10:47:00-05:00,NVDA
1349,930388.0,[[0.70021933]],2017-12-22 13:38:00-05:00,NVDA
1348,930387.0,[[0.99761754]],2017-12-23 10:52:00-05:00,NVDA
1347,930386.0,[[0.98066753]],2017-12-27 07:06:00-05:00,NVDA
1346,930385.0,[[0.9911501]],2017-12-28 06:53:00-05:00,NVDA
1345,930384.0,[[0.9727434]],2017-12-28 09:08:00-05:00,NVDA
1344,930383.0,[[0.9997087]],2017-12-28 15:15:00-05:00,NVDA
1343,930382.0,[[0.97078735]],2017-12-30 10:12:00-05:00,NVDA
1342,930381.0,[[0.9964973]],2018-01-02 04:15:00-05:00,NVDA
1341,930380.0,[[0.99999523]],2018-01-03 09:06:00-05:00,NVDA
1340,930379.0,[[0.9999866]],2018-01-03 14:08:00-05:00,NVDA
1339,930378.0,[[0.99997747]],2018-01-03 15:06:00-05:00,NVDA
1338,930377.0,[[0.9999438]],2018-01-03 17:58:00-05:00,NVDA
5921,186711.0,[[0.9946864]],2018-01-04 09:03:00-05:00,BRK
1337,930376.0,[[0.9999997]],2018-01-04 12:59:00-05:00,NVDA
1336,930375.0,[[0.9899006]],2018-01-04 14:22:00-05:00,NVDA
1335,930374.0,[[0.99999565]],2018-01-05 13:53:00-05:00,NVDA
1334,930373.0,[[0.99990803]],2018-01-06 15:07:00-05:00,NVDA
1333,930372.0,[[0.99898016]],2018-01-07 13:32:00-05:00,NVDA
1332,930371.0,[[1.]],2018-01-08 03:49:00-05:00,NVDA
1331,930370.0,[[1.]],2018-01-08 04:10:00-05:00,NVDA
1330,930369.0,[[1.]],2018-01-08 04:15:00-05:00,NVDA
1329,930368.0,[[1.]],2018-01-08 04:17:00-05:00,NVDA
1328,930367.0,[[0.9999924]],2018-01-08 04:21:00-05:00,NVDA
1326,930365.0,[[0.9946499]],2018-01-08 09:00:00-05:00,NVDA
1327,930366.0,[[0.99999887]],2018-01-08 09:00:00-05:00,NVDA
1325,930364.0,[[0.99999934]],2018-01-08 14:50:00-05:00,NVDA
1324,930363.0,[[1.]],2018-01-09 09:11:00-05:00,NVDA
1323,930362.0,[[0.987653]],2018-01-09 10:35:00-05:00,NVDA
5577,186367.0,[[0.9999169]],2018-01-10 10:21:00-05:00,BRK
5920,186710.0,[[0.9999169]],2018-01-10 10:21:00-05:00,BRK
1322,930361.0,[[0.896635]],2018-01-10 14:32:00-05:00,NVDA
1321,930360.0,[[0.999742]],2018-01-11 12:08:00-05:00,NVDA
1320,930359.0,[[0.00371157]],2018-01-12 12:51:00-05:00,NVDA
1319,930358.0,[[0.9999984]],2018-01-12 13:43:00-05:00,NVDA
1318,930357.0,[[0.02800859]],2018-01-12 17:29:00-05:00,NVDA
1317,930356.0,[[0.99891376]],2018-01-12 17:36:00-05:00,NVDA
1316,930355.0,[[0.9999849]],2018-01-14 18:15:00-05:00,NVDA
1315,930354.0,[[0.9714164]],2018-01-15 08:32:00-05:00,NVDA
1314,930353.0,[[0.9997504]],2018-01-16 17:02:00-05:00,NVDA
1313,930352.0,[[0.99983734]],2018-01-17 11:13:00-05:00,NVDA
1312,930351.0,[[0.99994516]],2018-01-19 06:07:00-05:00,NVDA
1311,930350.0,[[0.99602246]],2018-01-19 12:11:00-05:00,NVDA
1310,930349.0,[[0.9996747]],2018-01-20 16:50:00-05:00,NVDA
1309,930348.0,[[0.9990245]],2018-01-22 08:51:00-05:00,NVDA
1308,930347.0,[[0.9999997]],2018-01-23 07:46:00-05:00,NVDA
1307,930346.0,[[0.99973416]],2018-01-23 10:01:00-05:00,NVDA
1306,930345.0,[[0.9999539]],2018-01-23 10:56:00-05:00,NVDA
1305,930344.0,[[0.1987751]],2018-01-23 16:48:00-05:00,NVDA
1304,930343.0,[[0.8146194]],2018-01-23 17:05:00-05:00,NVDA
1303,930342.0,[[0.9999895]],2018-01-23 17:11:00-05:00,NVDA
1302,930341.0,[[0.9999903]],2018-01-24 16:58:00-05:00,NVDA
1301,930340.0,[[0.9998053]],2018-01-25 07:41:00-05:00,NVDA
1300,930339.0,[[1.]],2018-01-25 17:01:00-05:00,NVDA
1299,930338.0,[[0.99994254]],2018-01-26 07:35:00-05:00,NVDA
1298,930337.0,[[1.]],2018-01-29 09:13:00-05:00,NVDA
1297,930336.0,[[0.99996763]],2018-01-29 14:32:00-05:00,NVDA
5576,186366.0,[[0.99971324]],2018-01-30 16:41:00-05:00,BRK
5919,186709.0,[[0.99971324]],2018-01-30 16:41:00-05:00,BRK
1296,930335.0,[[0.9917967]],2018-01-31 09:16:00-05:00,NVDA
1295,930334.0,[[0.9998556]],2018-01-31 10:28:00-05:00,NVDA
5918,186708.0,[[0.92290306]],2018-01-31 12:39:00-05:00,BRK
5575,186365.0,[[0.92290306]],2018-01-31 12:39:00-05:00,BRK
1294,930333.0,[[0.02281952]],2018-02-01 06:20:00-05:00,NVDA
1293,930332.0,[[0.9999993]],2018-02-01 11:00:00-05:00,NVDA
1292,930331.0,[[0.9999413]],2018-02-01 14:07:00-05:00,NVDA
1291,930330.0,[[0.9999982]],2018-02-01 14:16:00-05:00,NVDA
1290,930329.0,[[4.3953754e-05]],2018-02-01 17:32:00-05:00,NVDA
1289,930328.0,[[0.981772]],2018-02-02 07:25:00-05:00,NVDA
1288,930327.0,[[0.9987912]],2018-02-02 09:54:00-05:00,NVDA
1287,930326.0,[[0.99967146]],2018-02-02 11:07:00-05:00,NVDA
1286,930325.0,[[1.]],2018-02-05 09:03:00-05:00,NVDA
1285,930324.0,[[0.9999997]],2018-02-05 10:36:00-05:00,NVDA
1284,930323.0,[[0.99956554]],2018-02-05 11:25:00-05:00,NVDA
1283,930322.0,[[0.99999124]],2018-02-05 12:32:00-05:00,NVDA
1282,930321.0,[[0.99996436]],2018-02-05 12:42:00-05:00,NVDA
1281,930320.0,[[0.9999999]],2018-02-05 13:22:00-05:00,NVDA
1280,930319.0,[[0.9995009]],2018-02-05 14:41:00-05:00,NVDA
1279,930318.0,[[0.9982827]],2018-02-05 17:33:00-05:00,NVDA
1278,930317.0,[[0.9994013]],2018-02-06 15:54:00-05:00,NVDA
1277,930316.0,[[0.00170761]],2018-02-07 11:49:00-05:00,NVDA
1276,930315.0,[[0.99976504]],2018-02-07 12:18:00-05:00,NVDA
1275,930314.0,[[0.99430835]],2018-02-08 04:36:00-05:00,NVDA
1274,930313.0,[[0.99931765]],2018-02-08 04:54:00-05:00,NVDA
1273,930312.0,[[0.99540186]],2018-02-08 08:19:00-05:00,NVDA
1272,930311.0,[[0.9396031]],2018-02-08 08:45:00-05:00,NVDA
1271,930310.0,[[0.9924824]],2018-02-08 09:02:00-05:00,NVDA
1270,930309.0,[[0.99842405]],2018-02-08 11:01:00-05:00,NVDA
1269,930308.0,[[0.99998546]],2018-02-08 16:20:00-05:00,NVDA
1268,930307.0,[[0.9999941]],2018-02-08 16:22:00-05:00,NVDA
1267,930306.0,[[0.9999989]],2018-02-08 16:25:00-05:00,NVDA
1266,930305.0,[[0.9999988]],2018-02-08 16:38:00-05:00,NVDA
1265,930304.0,[[0.9998548]],2018-02-08 17:22:00-05:00,NVDA
1264,930303.0,[[0.9999995]],2018-02-08 17:26:00-05:00,NVDA
1263,930302.0,[[0.99655247]],2018-02-08 17:52:00-05:00,NVDA
1262,930301.0,[[0.9999975]],2018-02-09 04:27:00-05:00,NVDA
1261,930300.0,[[0.37923583]],2018-02-09 07:08:00-05:00,NVDA
1260,930299.0,[[0.6895128]],2018-02-09 08:06:00-05:00,NVDA
1259,930298.0,[[0.9999941]],2018-02-09 08:20:00-05:00,NVDA
1258,930297.0,[[0.99813175]],2018-02-09 08:20:00-05:00,NVDA
1257,930296.0,[[0.99999654]],2018-02-09 08:58:00-05:00,NVDA
1256,930295.0,[[2.5736422e-06]],2018-02-09 09:42:00-05:00,NVDA
1255,930294.0,[[0.9999979]],2018-02-09 09:43:00-05:00,NVDA
1254,930293.0,[[0.00036162]],2018-02-09 10:13:00-05:00,NVDA
1253,930292.0,[[0.90346116]],2018-02-09 10:15:00-05:00,NVDA
1252,930291.0,[[0.9396031]],2018-02-09 10:19:00-05:00,NVDA
1251,930290.0,[[0.9999838]],2018-02-09 10:31:00-05:00,NVDA
1250,930289.0,[[0.9994135]],2018-02-09 11:12:00-05:00,NVDA
1249,930288.0,[[0.99802125]],2018-02-09 11:26:00-05:00,NVDA
1248,930287.0,[[0.99997777]],2018-02-09 11:36:00-05:00,NVDA
1247,930286.0,[[0.9999974]],2018-02-09 11:53:00-05:00,NVDA
1246,930285.0,[[0.00897544]],2018-02-09 12:07:00-05:00,NVDA
1245,930284.0,[[0.0489215]],2018-02-09 12:56:00-05:00,NVDA
1244,930283.0,[[0.99967605]],2018-02-09 13:07:00-05:00,NVDA
5917,186707.0,[[0.9996483]],2018-02-09 14:22:00-05:00,BRK
1243,930282.0,[[7.741178e-05]],2018-02-09 14:31:00-05:00,NVDA
1242,930281.0,[[0.9903647]],2018-02-09 14:49:00-05:00,NVDA
1241,930280.0,[[0.99935114]],2018-02-09 14:59:00-05:00,NVDA
1240,930279.0,[[0.9997774]],2018-02-10 16:31:00-05:00,NVDA
1239,930278.0,[[0.8178832]],2018-02-12 05:01:00-05:00,NVDA
1238,930277.0,[[0.99999803]],2018-02-12 08:03:00-05:00,NVDA
1237,930276.0,[[0.9919736]],2018-02-12 14:45:00-05:00,NVDA
1236,930275.0,[[0.05716904]],2018-02-14 08:42:00-05:00,NVDA
1235,930274.0,[[0.99999326]],2018-02-14 09:27:00-05:00,NVDA
5574,186364.0,[[0.9999999]],2018-02-14 10:59:00-05:00,BRK
5916,186706.0,[[0.9999999]],2018-02-14 10:59:00-05:00,BRK
1234,930273.0,[[0.7855174]],2018-02-15 16:11:00-05:00,NVDA
1233,930272.0,[[0.9999963]],2018-02-16 13:03:00-05:00,NVDA
1232,930271.0,[[0.00520136]],2018-02-18 09:53:00-05:00,NVDA
1231,930270.0,[[0.9999857]],2018-02-20 15:01:00-05:00,NVDA
1230,930269.0,[[0.9999997]],2018-02-20 15:07:00-05:00,NVDA
1229,930268.0,[[0.99967605]],2018-02-22 12:09:00-05:00,NVDA
1228,930267.0,[[0.9999809]],2018-02-22 17:08:00-05:00,NVDA
1227,930266.0,[[0.2409074]],2018-02-24 15:59:00-05:00,NVDA
1226,930265.0,[[0.99999833]],2018-02-25 15:21:00-05:00,NVDA
1225,930264.0,[[0.99999803]],2018-02-27 09:40:00-05:00,NVDA
1224,930263.0,[[0.9999997]],2018-02-27 15:37:00-05:00,NVDA
5573,186363.0,[[0.03583681]],2018-03-05 11:11:00-05:00,BRK
5915,186705.0,[[0.03583681]],2018-03-05 11:11:00-05:00,BRK
1223,930262.0,[[0.8189036]],2018-03-06 11:55:00-05:00,NVDA
1222,930261.0,[[0.9750427]],2018-03-06 16:17:00-05:00,NVDA
1221,930260.0,[[0.99872845]],2018-03-08 12:40:00-05:00,NVDA
1220,930259.0,[[0.21209444]],2018-03-08 12:54:00-05:00,NVDA
1219,930258.0,[[0.9987272]],2018-03-08 16:49:00-05:00,NVDA
1218,930257.0,[[0.9999999]],2018-03-12 10:42:00-04:00,NVDA
1217,930256.0,[[0.0185915]],2018-03-13 05:11:00-04:00,NVDA
1216,930255.0,[[0.9533021]],2018-03-13 07:22:00-04:00,NVDA
1215,930254.0,[[0.98743194]],2018-03-13 09:17:00-04:00,NVDA
1214,930253.0,[[0.9999704]],2018-03-13 11:48:00-04:00,NVDA
1213,930252.0,[[0.01015399]],2018-03-13 14:09:00-04:00,NVDA
1212,930251.0,[[0.99999285]],2018-03-14 07:42:00-04:00,NVDA
1211,930250.0,[[0.9999956]],2018-03-19 11:41:00-04:00,NVDA
1210,930249.0,[[0.00173723]],2018-03-19 17:01:00-04:00,NVDA
1209,930248.0,[[0.99998003]],2018-03-21 07:05:00-04:00,NVDA
1208,930247.0,[[0.9999507]],2018-03-21 16:17:00-04:00,NVDA
1207,930246.0,[[0.00999695]],2018-03-21 17:04:00-04:00,NVDA
1206,930245.0,[[0.99998003]],2018-03-23 06:59:00-04:00,NVDA
1205,930244.0,[[0.9999997]],2018-03-26 11:21:00-04:00,NVDA
1204,930243.0,[[0.9999941]],2018-03-26 12:53:00-04:00,NVDA
1203,930242.0,[[0.9554059]],2018-03-26 13:22:00-04:00,NVDA
1202,930241.0,[[0.5820783]],2018-03-26 15:35:00-04:00,NVDA
1201,930240.0,[[0.99454087]],2018-03-27 11:59:00-04:00,NVDA
1200,930239.0,[[0.99998504]],2018-03-27 12:57:00-04:00,NVDA
1199,930238.0,[[0.0096719]],2018-03-27 13:05:00-04:00,NVDA
1198,930237.0,[[1.]],2018-03-27 13:07:00-04:00,NVDA
1197,930236.0,[[0.9999985]],2018-03-27 13:31:00-04:00,NVDA
1196,930235.0,[[0.9986258]],2018-03-27 14:02:00-04:00,NVDA
1195,930234.0,[[0.99886584]],2018-03-27 15:43:00-04:00,NVDA
1194,930233.0,[[0.99999976]],2018-03-27 16:15:00-04:00,NVDA
1193,930232.0,[[1.]],2018-03-28 09:01:00-04:00,NVDA
1192,930231.0,[[0.9608158]],2018-03-28 10:19:00-04:00,NVDA
1191,930230.0,[[0.7458098]],2018-03-28 10:58:00-04:00,NVDA
1190,930229.0,[[1.]],2018-03-28 11:43:00-04:00,NVDA
1189,930228.0,[[0.00436659]],2018-03-28 13:31:00-04:00,NVDA
1188,930227.0,[[0.99986947]],2018-03-28 14:48:00-04:00,NVDA
1187,930226.0,[[0.99999964]],2018-04-01 09:50:00-04:00,NVDA
1186,930225.0,[[0.00055924]],2018-04-02 10:35:00-04:00,NVDA
1185,930224.0,[[6.147272e-05]],2018-04-02 13:34:00-04:00,NVDA
1184,930223.0,[[0.14711092]],2018-04-02 14:18:00-04:00,NVDA
1183,930222.0,[[0.999999]],2018-04-03 09:33:00-04:00,NVDA
1182,930221.0,[[1.]],2018-04-03 09:39:00-04:00,NVDA
1181,930220.0,[[0.994383]],2018-04-03 16:38:00-04:00,NVDA
1180,930219.0,[[0.9998875]],2018-04-04 09:52:00-04:00,NVDA
1179,930218.0,[[0.999992]],2018-04-04 11:12:00-04:00,NVDA
1178,930217.0,[[0.999999]],2018-04-04 11:15:00-04:00,NVDA
1177,930216.0,[[0.99998784]],2018-04-04 13:13:00-04:00,NVDA
1176,930215.0,[[0.99999964]],2018-04-05 07:53:00-04:00,NVDA
1175,930214.0,[[0.7340692]],2018-04-05 09:23:00-04:00,NVDA
1174,930213.0,[[0.9993694]],2018-04-05 12:39:00-04:00,NVDA
1173,930212.0,[[0.9999949]],2018-04-05 13:09:00-04:00,NVDA
1172,930211.0,[[0.9999871]],2018-04-06 11:58:00-04:00,NVDA
1171,930210.0,[[0.99707395]],2018-04-08 14:23:00-04:00,NVDA
1170,930209.0,[[0.9999988]],2018-04-09 16:22:00-04:00,NVDA
1169,930208.0,[[0.07719421]],2018-04-09 16:40:00-04:00,NVDA
1168,930207.0,[[0.9970543]],2018-04-10 08:26:00-04:00,NVDA
1167,930206.0,[[0.9817426]],2018-04-10 09:26:00-04:00,NVDA
1166,930205.0,[[0.76585555]],2018-04-10 12:40:00-04:00,NVDA
1165,930204.0,[[0.9989885]],2018-04-10 14:36:00-04:00,NVDA
1164,930203.0,[[0.9999267]],2018-04-11 05:17:00-04:00,NVDA
1163,930202.0,[[0.9992416]],2018-04-11 14:05:00-04:00,NVDA
1162,930201.0,[[0.9999979]],2018-04-13 07:07:00-04:00,NVDA
1161,930200.0,[[0.99161935]],2018-04-13 09:58:00-04:00,NVDA
1160,930199.0,[[0.93182635]],2018-04-16 11:35:00-04:00,NVDA
1159,930198.0,[[0.9999996]],2018-04-16 11:54:00-04:00,NVDA
1158,930197.0,[[0.99997723]],2018-04-18 15:14:00-04:00,NVDA
1157,930196.0,[[0.9999786]],2018-04-19 08:01:00-04:00,NVDA
1156,930195.0,[[1.5121989e-06]],2018-04-19 09:12:00-04:00,NVDA
1155,930194.0,[[0.4958451]],2018-04-19 09:28:00-04:00,NVDA
1154,930193.0,[[0.99999976]],2018-04-19 17:00:00-04:00,NVDA
1153,930192.0,[[0.99998957]],2018-04-20 14:09:00-04:00,NVDA
1152,930191.0,[[0.00152547]],2018-04-20 16:13:00-04:00,NVDA
1151,930190.0,[[0.9999994]],2018-04-21 16:51:00-04:00,NVDA
1150,930189.0,[[0.9961912]],2018-04-22 17:02:00-04:00,NVDA
1149,930188.0,[[0.99999845]],2018-04-23 13:12:00-04:00,NVDA
1148,930187.0,[[0.9784511]],2018-04-23 15:33:00-04:00,NVDA
1147,930186.0,[[0.99956775]],2018-04-25 11:57:00-04:00,NVDA
1146,930185.0,[[0.99997365]],2018-04-26 11:23:00-04:00,NVDA
1145,930184.0,[[0.99986255]],2018-04-27 04:43:00-04:00,NVDA
1144,930183.0,[[0.9999981]],2018-04-27 11:14:00-04:00,NVDA
1143,930182.0,[[0.21143568]],2018-04-27 16:26:00-04:00,NVDA
1142,930181.0,[[0.01417253]],2018-04-30 12:07:00-04:00,NVDA
1141,930180.0,[[0.9996118]],2018-04-30 17:14:00-04:00,NVDA
1140,930179.0,[[0.99901414]],2018-05-01 11:35:00-04:00,NVDA
5572,186362.0,[[0.9994149]],2018-05-01 16:24:00-04:00,BRK
5914,186704.0,[[0.9994149]],2018-05-01 16:24:00-04:00,BRK
1139,930178.0,[[0.9999969]],2018-05-03 04:15:00-04:00,NVDA
1138,930177.0,[[0.99766034]],2018-05-03 06:20:00-04:00,NVDA
1137,930176.0,[[0.97137487]],2018-05-03 06:35:00-04:00,NVDA
1136,930175.0,[[0.84847534]],2018-05-03 09:00:00-04:00,NVDA
1135,930174.0,[[0.99997216]],2018-05-03 10:43:00-04:00,NVDA
1134,930173.0,[[0.33797]],2018-05-03 11:26:00-04:00,NVDA
1133,930172.0,[[0.89261]],2018-05-03 12:29:00-04:00,NVDA
5913,186703.0,[[0.9999306]],2018-05-04 03:57:00-04:00,BRK
1132,930171.0,[[0.998909]],2018-05-04 10:33:00-04:00,NVDA
1131,930170.0,[[0.99708265]],2018-05-04 11:28:00-04:00,NVDA
1130,930169.0,[[0.80150884]],2018-05-04 13:54:00-04:00,NVDA
1129,930168.0,[[0.99999386]],2018-05-06 17:49:00-04:00,NVDA
5912,186702.0,[[0.99986094]],2018-05-07 07:17:00-04:00,BRK
1128,930167.0,[[0.99991816]],2018-05-07 08:01:00-04:00,NVDA
1127,930166.0,[[0.99969625]],2018-05-07 10:20:00-04:00,NVDA
1126,930165.0,[[0.9999722]],2018-05-08 07:33:00-04:00,NVDA
1125,930164.0,[[0.99999654]],2018-05-08 08:19:00-04:00,NVDA
1124,930163.0,[[0.02256191]],2018-05-08 09:37:00-04:00,NVDA
1123,930162.0,[[0.23307654]],2018-05-08 09:56:00-04:00,NVDA
5571,186361.0,[[0.99988896]],2018-05-08 12:53:00-04:00,BRK
1122,930161.0,[[0.11855477]],2018-05-08 14:09:00-04:00,NVDA
1121,930160.0,[[0.99876845]],2018-05-09 06:49:00-04:00,NVDA
1120,930159.0,[[0.9994535]],2018-05-09 10:13:00-04:00,NVDA
5570,186360.0,[[0.9993572]],2018-05-09 13:46:00-04:00,BRK
5911,186701.0,[[0.9993572]],2018-05-09 13:46:00-04:00,BRK
1119,930158.0,[[0.8281058]],2018-05-10 04:00:00-04:00,NVDA
1118,930157.0,[[0.9995242]],2018-05-10 05:16:00-04:00,NVDA
1117,930156.0,[[0.21903226]],2018-05-10 09:21:00-04:00,NVDA
1116,930155.0,[[0.9999994]],2018-05-10 10:17:00-04:00,NVDA
1115,930154.0,[[0.99999577]],2018-05-10 11:43:00-04:00,NVDA
1114,930153.0,[[0.97611207]],2018-05-10 12:19:00-04:00,NVDA
1113,930152.0,[[0.9999374]],2018-05-10 15:31:00-04:00,NVDA
1112,930151.0,[[0.99893194]],2018-05-10 16:20:00-04:00,NVDA
1111,930150.0,[[0.99980724]],2018-05-10 16:20:00-04:00,NVDA
1110,930149.0,[[2.8968286e-06]],2018-05-10 16:21:00-04:00,NVDA
1109,930148.0,[[0.9999948]],2018-05-10 16:21:00-04:00,NVDA
1108,930147.0,[[0.9989429]],2018-05-10 16:49:00-04:00,NVDA
1107,930146.0,[[0.67486334]],2018-05-10 17:15:00-04:00,NVDA
1106,930145.0,[[0.99825144]],2018-05-10 17:38:00-04:00,NVDA
1105,930144.0,[[0.9819731]],2018-05-11 04:04:00-04:00,NVDA
1104,930143.0,[[0.9997453]],2018-05-11 07:29:00-04:00,NVDA
1103,930142.0,[[0.45808363]],2018-05-11 09:19:00-04:00,NVDA
1102,930141.0,[[0.00036162]],2018-05-11 09:55:00-04:00,NVDA
1101,930140.0,[[0.99997795]],2018-05-11 10:15:00-04:00,NVDA
1100,930139.0,[[1.]],2018-05-11 11:01:00-04:00,NVDA
1099,930138.0,[[0.1893314]],2018-05-11 11:23:00-04:00,NVDA
1098,930137.0,[[0.96395695]],2018-05-11 12:07:00-04:00,NVDA
1097,930136.0,[[0.9972125]],2018-05-11 12:45:00-04:00,NVDA
1096,930135.0,[[0.9952009]],2018-05-11 13:19:00-04:00,NVDA
1095,930134.0,[[0.26792696]],2018-05-11 14:31:00-04:00,NVDA
1094,930133.0,[[0.9984683]],2018-05-11 14:40:00-04:00,NVDA
1093,930132.0,[[0.9998504]],2018-05-11 15:10:00-04:00,NVDA
1092,930131.0,[[0.9999702]],2018-05-11 15:44:00-04:00,NVDA
1091,930130.0,[[0.9917662]],2018-05-14 14:09:00-04:00,NVDA
1090,930129.0,[[0.9798634]],2018-05-15 16:41:00-04:00,NVDA
1089,930128.0,[[0.99980885]],2018-05-16 11:38:00-04:00,NVDA
1088,930127.0,[[0.9998992]],2018-05-16 13:55:00-04:00,NVDA
1087,930126.0,[[0.9999842]],2018-05-17 16:16:00-04:00,NVDA
1086,930125.0,[[0.9999973]],2018-05-17 16:37:00-04:00,NVDA
1085,930124.0,[[0.99999815]],2018-05-17 17:56:00-04:00,NVDA
1084,930123.0,[[0.9998815]],2018-05-18 12:05:00-04:00,NVDA
1083,930122.0,[[0.99999756]],2018-05-20 14:34:00-04:00,NVDA
1082,930121.0,[[0.9987159]],2018-05-21 17:42:00-04:00,NVDA
1081,930120.0,[[0.83261526]],2018-05-22 04:17:00-04:00,NVDA
1080,930119.0,[[1.]],2018-05-30 04:00:00-04:00,NVDA
1079,930118.0,[[0.9972701]],2018-05-31 09:35:00-04:00,NVDA
1078,930117.0,[[0.9999999]],2018-06-04 04:14:00-04:00,NVDA
1077,930116.0,[[0.9999838]],2018-06-04 04:20:00-04:00,NVDA
1076,930115.0,[[0.9998964]],2018-06-04 16:47:00-04:00,NVDA
